Assembly Name,Assembly Accession,Assembly Paired Assembly Accession,Organism Name,Organism Taxonomic ID,ANI Check status,Annotation Name,Assembly Stats Total Sequence Length,Assembly Stats Number of Contigs,Assembly Stats Scaffold N50,Assembly Stats GC Percent,Annotation Count Gene Total,Annotation Count Gene Protein-coding
ASM4269216v1,GCA_042692165.1,,Dalbergia candenatensis,1353443,,,497548952,52,48107494,35.5,,
dcPerMacu1.1,GCA_963922045.1,,Persicaria maculosa,457184,,,1505165586,217,73414861,39,,
ASM3306091v1,GCA_033060915.1,,Euryodendron excelsum,194712,,,1059895887,91,46187585,37,,
ASM4423163v1,GCA_044231635.1,,Myriophyllum ussuriense,208875,,,304867670,203,42718469,37,,
ASM3742876v1,GCA_037428765.1,,Rubia yunnanensis,1650721,,,1272191973,87,118261542,38.5,,
ASM5482880v1,GCA_054828805.1,,Tetragonia tetragonoides,45318,,,759901867,62,46401483,38.5,,
ASM3734912v1,GCA_037349125.1,,Eucalyptus regnans,87681,,,504553124,233,48117852,39.5,,
ASM5008447v1,GCA_050084475.1,,Conocephalum conicum,41839,,,287738765,18,37042459,33,,
ZSTU_Gsto,GCA_020496765.1,,Gossypium stocksii,47602,,Annotation submitted by zstu,1448113609,182,116181906,35,46215,46215
ASM3707448v1,GCA_037074485.1,,Delonix regia,72433,,,580479956,244,38934035,34.5,,
ddMerAnnu1.2,GCF_937616625.2,GCA_937616625.2,Mercurialis annua,3986,,GCF_937616625.2-RS_2023_05,453168992,78,56051264,34,34603,25039
ASM4722589v1,GCA_047225895.1,,Malus halliana,106554,,,664196488,400,36142745,38,,
RGv1.1,GCA_018127125.1,,Rhododendron griersonianum,479676,,Annotation submitted by Ori-Gene Co. Ltd.,674776022,66,52925387,41,38792,38146
ASM5117101v1,GCA_051171015.1,,Phillyrea angustifolia,96521,,,815500646,124,33646402,35,,
MO,GCA_033883245.1,,Malus orientalis,106562,,,664501076,471,38974232,38,,
Sparganium_angustifolium_assembly,GCA_977063505.1,,Sparganium angustifolium,669838,,,486521012,20,33245195,42.5,,
ASM4728438v1,GCA_047284385.1,,Malus komarovii,2969439,,,627427426,587,35820450,38,,
ASM5281576v1,GCA_052815765.1,,Aegilops uniaristata,4492,,,4475943907,299,652967279,46.5,,
Dunnia_sinensis_1.0,GCA_041381385.1,,Dunnia sinensis,187337,,,349370578,75,31570900,33,,
ASM4722568v1,GCA_047225685.1,,Malus doumeri,2980405,,,592224627,406,33273000,37.5,,
A01_1,GCA_054556055.1,,Rosa banksiae,74651,,,463321632,345,63246126,39,,
ASM5215071v1,GCA_052150715.1,,Citrus reticulata x Citrus trifoliata,941396,,,321483728,377,34142288,36,,
ASM4291940v1,GCA_042919405.1,,Ficus benjamina,182105,,,363036261,17,25755640,34.5,,
V005.hap2_v1.0,GCA_044592545.1,,Vitis yunnanensis,1306156,,,522569052,86,25870092,35,,
V107.hap2_v1.0,GCA_044588575.1,,Vitis betulifolia,345145,,,534643058,101,27662507,35.5,,
drEuoEuro1.1,GCA_963580455.1,,Euonymus europaeus,123417,,,441882483,64,27626769,37,,
daSenAeth1.hap1.1,GCA_965282855.1,,Senecio aethnensis,121540,,,676054498,306,68926145,35.5,,
Psan_1.0,GCA_031439595.1,,Pterocarpus santalinus,1071199,,,623865624,485,63086235,34,,
ASM3076312v1,GCA_030763125.1,,Hippophae gyantsensis,193515,,,716322747,176,64845084,29.5,,
ASM5182087v1,GCA_051820875.1,,Aeonium arboreum,35945,,,1328746435,877,25065657,37,,
daPulDyse1.2,GCA_947179395.2,,Pulicaria dysenterica,56535,,,833230194,127,99126001,35.5,,
daGalApar1.hap1.1,GCA_964106835.1,,Galium aparine,29788,,,857556159,188,26842566,38,,
drCraMono1.hap1.1,GCA_977072135.1,,Crataegus monogyna,140997,,,674734931,171,39869031,38,,
ASM4722582v1,GCA_047225825.1,,Malus floribunda,138912,,,699954527,641,36503230,38.5,,
laTriMari1.1,GCA_963682175.1,,Triglochin maritima,55501,,,1062879311,358,44071572,40,,
SYSU_Peyunn,GCA_046056375.1,,Pellacalyx yunnanensis,98587,,,334073968,986,20490466,36,,
cbRhyLore1.1,GCA_947034895.1,,Rhytidiadelphus loreus,28468,,,407207276,563,84776342,38.5,,
ASM3650728v1,GCA_036507285.1,,Trichosanthes cucumerina,50543,,,919777820,202,82123953,36,,
ASM4999883v1,GCA_049998835.1,,Isodon lophanthoides,204133,,,459793976,482,33429185,35,,
drUrtUren1.1,GCA_958296335.1,,Urtica urens,473050,,,339647193,360,24801648,36.5,,
A15_2,GCA_054555395.1,,Rosa bracteata,74653,,,511421141,135,69573510,39,,
ASM5008437v1,GCA_050084375.1,,Tetraphis pellucida,37420,,,486291429,108,51262264,39.5,,
daScuMino1.1,GCA_954870855.1,,Scutellaria minor,1053395,,,341752472,26,21760285,34,,
drCraLaev2.1,GCA_963580275.1,,Crataegus laevigata,298643,,,653049427,65,39549295,37.5,,
drGeuUrba1.1,GCA_946800695.1,,Geum urbanum,57919,,,1304378891,111,65224196,40,,
daSamNigr1.1,GCA_949130495.1,,Sambucus nigra,4202,,,11813712848,1774,681539918,37.5,,
Hbulbosum_FB20_029_7,GCA_963555535.1,,Hordeum bulbosum,4516,,,7422797259,3503,526451923,45,,
ASM4713971v1,GCA_047139715.1,,Eriolobus florentinus,106552,,,767879175,640,42377000,38,,
cbThuTama2.2,GCA_947034885.2,,Thuidium tamariscinum,67428,,,363012664,41,32540268,37,,
V079.hap2_v1.0,GCA_044589755.1,,Vitis wilsoniae,1046265,,,527584673,113,28374433,35,,
ASM5547085v1,GCA_055470855.1,,Garuga floribunda var. gamblei,2903308,,,444430844,75,34122100,33.5,,
V037.hap2_v1.0,GCA_044591215.1,,Vitis labrusca x Vitis riparia,651388,,,504168931,138,25394571,35,,
drChaAngu1.1,GCA_946814005.1,,Chamaenerion angustifolium,13055,,,655862486,145,36550787,38,,
S.magellanicum v1.1,GCA_021904315.1,,Sphagnum magellanicum,128215,,Annotation submitted by DOE Joint Genome Institute,439011478,58,17461064,36.5,25227,25227
Sto_11H31,GCA_045791845.1,,Solanum stoloniferum,62892,,Annotation submitted by Obihiro Univerisity of Agriculture and Veterinary Medicine,1697993737,4315,59085537,36.5,40444,40444
V102.hap1_v1.0,GCA_044645275.1,,Vitis sinocinerea,153477,,,547911774,362,28122037,36,,
Lygodium_microphyllum_v1.1.9,GCA_053477565.1,,Lygodium microphyllum,148566,,,4757052752,1803,155018376,41,,
ASM2984421v1,GCA_029844215.1,,Przewalskia tangutica,337188,,,3028449525,1622,125825480,40.5,,
Jmimo_V1,GCA_018894105.1,,Jacaranda mimosifolia,185774,,,707411631,288,39984690,34,,
dcPolAvic1.1,GCA_934048045.1,,Polygonum aviculare,137693,,,351574766,140,33827450,39.5,,
drParJuda1.1,GCA_954871525.1,,Parietaria judaica,33127,,,538732769,125,40273085,37,,
ASM1452938v2,GCA_014529385.2,,Adiantum capillus-veneris,13818,,"Annotation submitted by Agricultural Genomics Institute at Shenzhen, Chinese Academy of Agricultural Sciences",4822565590,3748,159320382,41.5,31244,31244
V031.hap2_v1.0,GCA_044591315.1,,Vitis wuhanensis,2021215,,,517532079,130,27100804,35,,
daCruLaev1.1,GCA_963678965.1,,Cruciata laevipes,29786,,,296599190,32,28099396,37.5,,
Dcoc_1.0,GCA_031216125.1,,Dalbergia cochinchinensis,106130,,,700604944,528,70409781,34.5,,
V055.hap2_v1.0,GCA_044590745.1,,Vitis riparia x Vitis rupestris,152275,,,512139614,312,26143617,35.5,,
ASM4714162v1,GCA_047141625.1,,Malus yunnanensis,106572,,,632328568,860,34553599,38,,
Jhindsii_Rawlins_hap2,GCA_041380795.1,,Juglans hindsii,91216,,,554742202,208,37427109,37,,
daMisOron1.1,GCA_946800315.1,,Misopates orontium,102599,,,361008136,61,47284787,35.5,,
ASM2386406v1,GCA_023864065.1,,Camelina neglecta,2864041,,,210292220,166,30499076,36.5,,
ASM3006442v1,GCA_030064425.1,,Trapa bicornis,236974,,,489714190,325,21554504,38.5,,
Cdentata v1.0,GCA_047496805.1,,Castanea dentata,134033,,Annotation submitted by HudsonAlpha Institute for Biotechnology,703352433,192,59223035,35.5,31254,31254
Capsella_orientalis_nuclear_genome_v1.1,GCA_964656795.1,,Capsella orientalis,945839,,,130879499,74,16157996,35.5,,
ASM5117094v1,GCA_051170945.1,,Galium spurium,1117032,,,320854795,287,31724329,37,,
Tspe_v1,GCF_018873765.1,GCA_018873765.1,Telopea speciosissima,54955,,NCBI Telopea speciosissima Annotation Release 100,823061212,1452,69013595,40,34706,27481
daBalNigr1.1,GCA_947034835.1,,Ballota nigra,194200,,,1186790492,241,104982948,37.5,,
daLigVulg1.1,GCA_963555705.1,,Ligustrum vulgare,13597,,,1384034573,230,62494563,34,,
Dipteronia_dye,GCA_032871835.1,,Dipteronia dyeriana,168575,,Annotation submitted by Zhejiang University,914769786,206,110517637,36,32822,32822
cbLewAcum8.1,GCA_965153465.1,,Orthotrichum diaphanum,522324,,,257074491,63,40771022,37.5,,
MPIPZ_rhyBre1m_1.0,GCA_027562975.1,,Rhynchospora breviuscula,2022672,,Annotation submitted by Max-Planck institute for plant breeding research,420702111,1642,70463030,36,24339,24339
ASM4728805v1,GCA_047288055.1,,Malus toringoides,106568,,,1270967186,884,32364560,38,,
ASM4671877v1,GCA_046718775.1,,Asclepias curassavica,52823,,,197277187,639,18014545,35,,
lpCarPend1.1,GCA_964058885.1,,Carex pendula,312760,,,362260125,63,12567026,34,,
dmRanScel1.hap1.1,GCA_964341555.1,,Ranunculus sceleratus,147635,,,2985354428,844,198107836,41,,
ddSalHerb6.1,GCA_965644465.1,,Salix herbacea,77064,,,421427913,206,21399927,35.5,,
daLatSqua1.hap1.1,GCA_973357735.1,,Lathraea squamaria,374711,,,546009934,350,29407032,35,,
laPotPerf1.hap1.1,GCA_977036025.1,,Potamogeton perfoliatus,55320,,,716790311,1119,22676300,38.5,,
ASM5008441v1,GCA_050084415.1,,Acrolejeunea sandvicensis,1755700,,,386710809,88,23539261,38.5,,
daGalTetr1.2,GCA_963675135.2,,Galeopsis tetrahit,1000418,,,1427847971,654,89793002,36,,
ASM3339869v1,GCA_033398695.1,,Orobanche coerulescens,223100,,,3648003138,2775,195125857,41,,
daEupConf1.1,GCA_954870475.1,,Euphrasia confusa,475003,,,976479663,640,41336645,38,,
ASM2422231v1,GCA_024222315.1,,Thymus quinquecostatus,228974,,,528675121,628,36440660,40.5,,
cjScaUndu1.1,GCA_978018195.1,,Scapania undulata,215256,,,249890808,143,28623087,43,,
dhQueCerr2.1,GCA_963669245.1,,Quercus cerris,39468,,,777389709,393,67471959,35.5,,
ASM5061339v1,GCA_050613395.1,,Piper sarmentosum,405319,,,548451393,137,22521065,38.5,,
ASM3121640v1,GCA_031216405.1,,Syzygium malaccense,219892,,,429836287,215,41026473,40.5,,
daLobUren4.hap2.2,GCA_965199505.2,,Lobelia urens,1053365,,,393054755,153,56406421,36,,
daAjuCham1.1,GCA_958295605.1,,Ajuga chamaepitys,49984,,,891563074,297,61704864,36.5,,
ASM3001557v1,GCA_030015575.1,,Agapanthus africanus,51501,,,20168172258,5353,688367726,42.5,,
ASM2550641v1,GCA_025506415.1,,Flaveria robusta,163089,,,551455089,994,28891085,33,,
dcSalRamo1.1,GCA_951394345.1,,Salicornia ramosissima,267548,,,529111255,141,59065583,35,,
lpCarRost1.2,GCF_964058835.1,GCA_964058835.2,Carex rostrata,241230,,GCF_964058835.1-RS_2025_12,380999594,119,12529801,34.5,32789,23840
Cwa_canu_v1,GCA_040802115.1,,Crucihimalaya wallichii,78192,,,268304446,491,30595951,36.5,,
ASM3965732v1,GCA_039657325.1,,Stephania cephalantha,152367,,Annotation submitted by Chengdu University of Traditional Chinese Medicine,743000645,247,57756631,36.5,31087,31087
drTriFrag1.1,GCA_954870985.1,,Trifolium fragiferum,97023,,,511977185,220,63352505,33.5,,
ASM4812762v1,GCA_048127625.1,,Corylus chinensis,80753,,,376540788,244,32670980,37,,
ASM3632087v1,GCA_036320875.1,,Cotoneaster glaucophyllus,1125981,,,563292685,211,30996934,38,,
Dcul_1.0,GCA_031216105.1,,Dalbergia cultrata,862910,,,645983249,1229,61070660,34.5,,
AYv1.1,GCA_008009225.1,,Acer yangbiense,1000413,,Annotation submitted by Ori-Gene Co. Ltd.,664928911,553,44917698,36,28334,28308
daVerPers1.hap1.1,GCA_965211895.1,,Veronica persica,138560,,,627588283,341,43899030,36.5,,
ASM2361440v1,GCA_023614405.1,,Avena insularis,283872,,,7519203740,2732,496942717,43.5,,
ddImpNoli1.hap1.1,GCA_965213615.1,,Impatiens noli-tangere,127129,,,591156323,281,58953581,35.5,,
daLinBore1.hap1.2,GCA_965218665.2,,Linnaea borealis,77623,,,765107028,276,45768945,38.5,,
drHydVulg1.hap1.1,GCA_964106935.1,,Hydrocotyle vulgaris,82091,,,870397211,592,17802367,33.5,,
ASM2937832v1,GCA_029378325.1,,Elaeagnus macrophylla,796727,,,532308037,469,30707695,30.5,,
drIngOers1.1,GCA_963210345.1,,Inga oerstediana,486073,,,970582722,343,74992907,35.5,,
daLamAmpl1.hap1.1,GCA_964059565.1,,Lamium amplexicaule,53160,,,521588801,414,53956053,35.5,,
IVFCAAS_Rs10_1.0,GCA_019705995.1,,Raphanus raphanistrum x Raphanus sativus,1028570,,,488876237,1085,54543815,37,,
lpDigSang1.hap1.1,GCA_964212565.1,,Digitaria sanguinalis,121769,,,913098568,696,51531180,46,,
daBudDavi1.hap1.1,GCA_965641825.1,,Buddleja davidii,28540,,,651923507,366,32529984,36,,
dcSpeArve1.hap1.1,GCA_965199325.1,,Spergula arvensis,325515,,,348066997,266,38292802,37.5,,
UWM_Rflu_1.0,GCA_043381455.1,,Riccia fluitans,41844,,Annotation submitted by University of Warmia and Mazury in Olsztyn,446787430,426,57191827,41,29319,29319
ddHibTrid2.1,GCA_958450335.1,,Hibiscus tridactylites,2862204,,,2584164107,1211,95285254,37.5,,
daCusEpit1.1,GCA_965620575.1,,Cuscuta epithymum,186058,,,513154883,328,65867515,38,,
daCarCris1.hap1.1,GCA_976988675.1,,Carduus crispus,324586,,,735114895,340,88530655,35.5,,
drEroMari8.1,GCA_963921825.1,,Erodium maritimum,337391,,,762646897,393,76557761,42.5,,
Avena_atlantica_CC7277_v1_assembly,GCA_910589765.1,,Avena atlantica,366594,,,3685054491,4275,513237590,44.5,,
daPseLute1.1,GCA_963422505.1,,Pseudognaphalium luteoalbum,59425,,,881348296,491,121921648,36,,
ddEupMacu1.hap1.1,GCA_965112915.1,,Euphorbia maculata,216479,,,753523765,408,37521981,37.5,,
daReiLigu1.hap1.1,GCA_965154475.1,,Reichardia ligulata,43206,,,1480619340,744,184624991,37,,
Citrus_micrantha,GCA_964211935.1,,Citrus micrantha,341933,,,332898317,446,32675320,34.5,,
daLogMini1.1,GCA_963921325.1,,Logfia minima,702255,,,544901426,664,36772736,33.5,,
Epl_v1.0,GCA_035048495.1,,Euptelea pleiosperma,106141,,,613383055,539,40256294,39,,
daCirErio1.hap1.1,GCA_965275835.1,,Lophiolepis eriophora,688286,,,1578568570,1658,95016472,37.5,,
laStuPect1.hap1.1,GCA_976940525.1,,Stuckenia pectinata,55444,,,881297837,1810,10911200,37.5,,
ASM5130697v1,GCA_051306975.1,,Erythropalum scandens,350427,,,2088399990,1668,213644205,38.5,,
dcFalConv1.1,GCA_964016875.1,,Fallopia convolvulus,76029,,,1241754740,631,60473102,38.5,,
ddVioUlig1.alt.1,GCA_981463185.1,,Viola uliginosa,502525,,,588299694,592,58143959,39.5,,
ASM4908202v1,GCA_049082025.1,,Pterocarya macroptera,139937,,,592677495,815,36945764,37.5,,
ASM3322058v1,GCA_033220585.1,,Dipteronia sinensis,43782,,Annotation submitted by Zhejiang University,711048948,1543,71320527,36.5,33130,33130
ASM3147098v1,GCA_031470985.1,,Agastache rugosa,39271,,,410677362,241,52151255,36.5,,
ASM3617222v1,GCA_036172225.1,,Cryptocoryne crispatula var. balansae,267619,,,801664786,533,43917102,40.5,,
dhAlnInca1.hap1.1,GCA_965122795.1,,Alnus incana,3516,,,514978156,459,33257343,37,,
daGleHede1.hap1.1,GCA_965282405.1,,Glechoma hederacea,28509,,,753334131,709,39719882,37,,
daArnMont1.hap1.1,GCA_965212395.1,,Arnica montana,436207,,,1368732344,932,68753894,38,,
CAF_SchTab_1.0,GCA_037127355.1,,Schoenoplectus tabernaemontani,316508,,,507964631,249,24610677,33.5,,
CAF_BolPas_1.0,GCA_031770325.1,,Bolboschoenus planiculmis,651555,,,237960565,167,4037645,35.5,,
dcSpeBocc1.1,GCA_963457585.1,,Spergularia bocconei,1053398,,,466152782,242,26218481,37.5,,
dcPerAmph1.hap1.1,GCA_965605765.1,,Persicaria amphibia,254780,,,1825681986,1593,37707149,38,,
ASM4730208v1,GCA_047302085.1,,Rhododendron mucronulatum,105903,,,615713648,428,47335417,40.5,,
dcPolTetr1.hap1.1,GCA_965240275.1,,Polycarpon tetraphyllum,115622,,,1264339786,879,40080858,37,,
ASM2559414v2,GCF_025594145.1,GCA_025594145.2,Primulina tabacum,48773,,GCF_025594145.1-RS_2025_07,800977396,2250,41970859,37,52825,32375
dmThaMinu1.hap1.1,GCA_965195315.1,,Thalictrum minus,476039,,,994333314,904,46091054,36,,
lpJunBufo1.hap1.1,GCA_965378835.1,,Juncus bufonius,223656,,,773779405,539,15126967,34,,
ddMalSylv1.hap1.1,GCA_965277935.1,,Malva sylvestris,145754,,,603790707,955,28190246,35,,
ddVioTric1.hap2.1,GCA_965217365.1,,Viola tricolor,214053,,,1796619820,1285,125029428,41.5,,
drAstGlyc1.1,GCA_963573325.1,,Astragalus glycyphyllos,83862,,,680278737,415,84783769,37,,
dhCorColu1.hap1.1,GCA_965233425.1,,Corylus colurna,101193,,,376488111,295,35242391,37,,
drTriDubi3.1,GCA_951804385.1,,Trifolium dubium,97021,,,679057308,739,46006535,32.5,,
csSphTene7.1,GCA_965154135.1,,Sphagnum tenellum,128247,,Annotation submitted by ELIXIR Norway,405382382,424,21330396,37,27038,27038
ddLepDidy1.1,GCA_963920545.1,,Lepidium didymum,398450,,,345116760,704,20803385,36,,
daCenEryt1.hap1.1,GCA_965637405.1,,Centaurium erythraea,172057,,,887253857,832,41276364,37.5,,
cjPtiCili3.1,GCA_965642335.1,,Ptilidium ciliare,139839,,,1043658477,724,153560588,41.5,,
ddHypAndr1.1,GCA_963995505.1,,Hypericum androsaemum,140968,,,384544957,252,19806264,39.5,,
ASM2351283v1,GCA_023512835.1,,Taxillus chinensis,227909,,,521908327,886,56927202,40,,
ucDunPrim2.2,GCA_914767535.2,,Dunaliella primolecta,257627,,,210950326,122,12721864,49,,
drCorSuec2.1,GCA_963922005.1,,Cornus suecica,164435,,,849171379,593,78572207,35.5,,
ddVioOdor1.1,GCA_963691705.1,,Viola odorata,97441,,,698621013,509,70509786,40,,
ddAraHirs1.hap1.1,GCA_964056655.1,,Arabis hirsuta,78191,,,582665844,430,37603756,37.5,,
ASM4730212v1,GCA_047302125.1,,Rhododendron micranthum,118363,,,565768478,498,42173352,40,,
ddCalVulg4.hap2.1,GCA_964145215.1,,Calluna vulgaris,13385,,,520423034,433,65464334,41,,
ASM2020555v1,GCA_020205555.1,,Panax stipuleanatus,44682,,,1965478827,5328,142536756,35,,
CNAP_Mcomp_1.0,GCA_040764675.1,,Marmoritis complanata,672822,,,303533791,498,27685996,37.5,,
ASM1991606v1,GCA_019916065.1,,Vitellaria paradoxa,292385,,,667213145,592,55380075,33,,
ASM3121623v1,GCA_031216235.1,,Syzygium jambos,334483,,,426159599,602,40716907,40.5,,
ASM5194104v1,GCA_051941045.1,,Fraxinus americana,38872,,,838939672,555,37793124,34.5,,
ASM2240510v1,GCA_022405105.1,,Aristolochia contorta,266420,,,210540771,224,30347173,39.5,,
ASM4840697v1,GCA_048406975.1,,Amaranthus hybridus,3565,,,433547870,2657,27310505,33,,
drPotSter1.1,GCA_963682095.1,,Potentilla sterilis,644184,,,744311127,783,51007344,40.5,,
ASM2855148v1,GCA_028551485.1,,Casuarina cunninghamiana,29737,,,293483606,308,33016676,36.5,,
ASM883128v2,GCF_008831285.2,GCA_008831285.2,Nymphaea colorata,210225,,NCBI Nymphaea colorata Annotation Release 101,408118238,1407,25516871,38.5,24583,20488
ASM1335033v1,GCA_013350335.1,,Chimonanthus salicifolius,2855397,,,853434300,1788,75742658,37,,
drAesHipp1.hap1.1,GCA_965199115.1,,Aesculus hippocastanum,43364,,,513587473,506,25744433,37,,
BAv1.1,GCA_019426215.1,,Buddleja alternifolia,168488,,Annotation submitted by Ori-Gene Co. Ltd.,853114234,1072,43104400,36,29434,29434
ASM4854424v1,GCA_048544245.1,,Liquidambar chinensis,3020272,,,677909371,705,40484280,37,,
daTriPann2.hap1.1,GCA_965111755.1,,Tripolium pannonicum,74787,,,8348753268,10862,1019676980,36.5,,
ASM3018013v1,GCA_030180135.1,,Orychophragmus violaceus,71234,,,1253447858,1155,106056642,39,,
ASM1418271v1,GCA_014182715.1,,Eucalyptus cloeziana,34320,,,480074877,625,44745493,39.5,,
csSphCont2.2,GCA_963920785.2,,Sphagnum contortum,128191,,,370554578,592,17941746,37,,
drComPalu1.1,GCA_951800085.1,,Comarum palustre,57932,,,528886950,580,26215688,38.5,,
PSU_Psup_1,GCA_040143895.1,,Poa supina,289064,,,648010102,835,97883835,46,,
daJacMari1.hap1.1,GCA_965198965.1,,Jacobaea maritima,252537,,,2191046023,3470,110784988,36.5,,
ASM5194106v1,GCA_051941065.1,,Fraxinus hupehensis,490842,,,677710384,595,30319901,34,,
BTI_Eche2.0,GCA_011420285.2,,Erysimum cheiranthoides,330168,,,173917271,992,21863458,36.5,,
ASM2296580v1,GCF_022965805.1,GCA_022965805.1,Primulina eburnea,1245227,,GCF_022965805.1-RS_2025_04,812379215,2247,39320807,37,40319,32996
O1,GCA_016801395.1,,Leptodermis oblonga,1616479,,,497295157,1141,42511350,36,,
ASM1902251v1,GCA_019022515.1,,Quercus aquifolioides,1495044,,,926487586,1059,64155578,36.5,,
ASM1229516v1,GCA_012295165.1,,Asparagus setaceus,272863,,,710151787,1879,84132103,38.5,,
Avena_eriantha_BYU132_v1_assembly,GCA_910589775.1,,Avena eriantha,146534,,,3777787481,8228,534821622,44,,
daJacVulg1.hap1.1,GCA_965178225.1,,Jacobaea vulgaris,98722,,,2027853508,5035,98425977,36,,
ASM893209v1,GCA_008932095.1,,Pyrus ussuriensis x Pyrus communis,2448454,,Annotation submitted by Research Institute of Pomology Chinese Academy of Agricultural Sciences,510637391,1243,23451046,37.5,43120,43120
XYYC_v1.0,GCA_025200525.1,,Camellia lanceoleosa,1840588,,Annotation submitted by Central South University of Forestry and Technology,2999357698,3739,186426707,37.5,54167,54167
ddDraInca1.1,GCA_963576765.1,,Draba incana,311941,,,667844151,1637,37323857,38,,
AAC_Ahel_1.0.Atri_hap2,GCA_030844895.1,,Ambrosia x helenae,3045818,,,2027615737,9410,122405267,37,,
ASM5194105v1,GCA_051941055.1,,Fraxinus angustifolia,166594,,,740437702,961,32966939,34,,
cbStrStra4.1,GCA_963920665.1,,Straminergon stramineum,249548,,,326253176,882,27619532,37.5,,
drGerRotu1.1,GCA_963920655.1,,Geranium rotundifolium,379955,,,496995860,1194,39696837,39,,
ASM2550651v1,GCA_025506515.1,,Flaveria trinervia,4227,,,1803193255,3650,97801313,37.5,,
ddDraVern1.hap1.1,GCA_964234985.1,,Draba verna,161951,,,1017944964,1950,38032269,37,,
cbCraFili2.2,GCA_964340565.2,,Cratoneuron filicinum,99398,,,272861983,538,36480959,38.5,,
cbPogAloi2.1,GCA_975573085.1,,Pogonatum aloides,201550,,,487305518,1499,64011405,41.5,,
NDSU_LiLewi_1.0,GCA_034768395.1,,Linum lewisii,586382,,,643027469,2952,66209717,41.5,,
drAceCamp1.1,GCA_954870605.1,,Acer campestre,66205,,,565085850,1364,40156598,35.5,,
cbLewSpec2.1,GCA_976987265.1,,Lewinskya speciosa,70136,,,533949533,1290,40764531,38,,
cbAntCurt1.1,GCA_951230915.1,,Antitrichia curtipendula,100465,,,400507149,1310,46903169,38,,
VacMyr_v1.0,GCA_016920895.1,,Vaccinium myrtillus,180763,,,524292997,2964,37643989,38.5,,
Vvil1.0,GCF_029867415.1,GCA_029867415.1,Vicia villosa,3911,,GCF_029867415.1-RS_2023_08,2034988852,5374,174244307,35.5,69562,54730
cbUloCris4.1,GCA_963920765.1,,Ulota crispa,140636,,,274989404,1150,25686176,37.5,,
ASM4018329v1,GCA_040183295.1,,Rubus argutus,59490,,Annotation submitted by North Carolina State University,298237095,1105,38624057,36.5,38503,38443
daCalSold1.hap1.1,GCA_964235135.1,,Calystegia soldanella,136204,,,634946867,2437,58450293,36,,
lpEriVagi1.hap1.2,GCA_965200365.2,,Eriophorum vaginatum,76438,,,398675719,2015,12539945,36.5,,
JKI_Pf_1.0,GCA_018703695.1,,Prunus fruticosa,151433,,,375294239,1247,43818497,38,,
cbZygViri2.1,GCA_974117415.1,,Zygodon viridissimus,146584,,,240459881,873,24437458,39,,
ASM2920400v1,GCA_029204005.1,,Salix udensis,889485,,Annotation submitted by Cornell University,315873059,2521,14468693,34.5,30303,30303
ASM4323577v1,GCA_043235775.1,,Abeliophyllum distichum,126358,,Annotation submitted by Myongji University,795717758,4113,53115898,34,49414,49414
Salix_exigua_SE967M,GCA_032356905.1,,Salix exigua,77062,,,339212153,2557,17008474,34.5,,
ASM2922860v1,GCA_029228605.1,,Salix koriyanagi,2511006,,Annotation submitted by Cornell University,339126720,3570,14168000,34.5,30258,30258
ucProNoct1.1,GCA_958009085.1,,Protoeuglena noctilucae,1803847,,,26184876,181,1046115,66.5,,
ASM2541302v1,GCA_025413025.1,,Ficus hispida,462830,,,369753424,4423,24073434,34.5,,
ldNarOssi1.1,GCA_963920575.1,,Narthecium ossifragum,114204,,,378871027,2843,28566898,42.5,,
ASM5182101v1,GCA_051821015.1,,Acanthus ebracteatus,241842,,,959077018,20694,39730777,36.5,,
ASM2541348v1,GCA_025413485.1,,Ficus microcarpa,66385,,,426563229,5550,29290112,34.5,,
ASM5156478v1,GCA_051564785.1,,Mitragyna parvifolia,1288021,,,778737054,11689,31324338,34.5,,
Populus_alba_x_berolinensis.Group_A.v1.2,GCA_029228515.1,,Populus alba x Populus x berolinensis,444605,,Annotation submitted by Northeast Forestry University,532369601,9424,26936469,37.5,41982,41982
ASM693729v1,GCA_006937295.1,,Carpinus fangiana,176857,,Annotation submitted by Lanzhou University,381948906,9390,37101600,37.5,27381,27381
ASM2333362v1,GCA_023333625.1,,Bothriochloa decipiens,883134,,,1213273491,44114,53950350,45.5,,
AGI_CSIRO_Lferr_CH_V1,GCF_029784015.1,GCA_029784015.1,Lycium ferocissimum,112874,,GCF_029784015.1-RS_2023_09,1219357132,30016,69906897,37.5,40291,30549
G.lat_10XGenomicsChromium.v1,GCA_013407115.1,,Glycine latifolia,45691,,,939492075,66705,34602301,33.5,,
Lperr_V1.4,GCA_000325765.3,,Leersia perrieri,77586,,,266687832,10532,22540073,42.5,,
ASM974610v1,GCA_009746105.1,,Rhododendron williamsianum,262921,,Annotation submitted by University of Washington,532293122,90598,218828,39,23559,23548
Gothu_v1,GCA_004027125.1,,Gossypium thurberi,34273,,,582006748,277903,40416325,33.5,,
ASM1367724v1,GCA_013677245.1,,Gossypium davidsonii,34287,,Annotation submitted by Mississippi State University,704223819,535698,38541894,33.5,30022,30022
ASM1367725v1,GCA_013677255.1,,Gossypium harknessii,34285,,Annotation submitted by Mississippi State University,732154658,825245,43316934,33,28473,28473
cbIsoMyos1.1,GCA_951799445.1,,Pseudisothecium myosuroides,3238343,,,388278473,308,34434597,38,,
